cluster_id,image_count,class_count,classes,pair_count,exact_pairs,near_pairs,cross_class
769,2,1,lumpy_skin_disease,1,1,0,False
770,2,1,lumpy_skin_disease,1,1,0,False
771,2,1,lumpy_skin_disease,1,1,0,False
772,2,1,lumpy_skin_disease,1,1,0,False
773,2,1,lumpy_skin_disease,1,1,0,False
774,2,1,lumpy_skin_disease,1,1,0,False
775,2,1,lumpy_skin_disease,1,1,0,False
776,2,1,lumpy_skin_disease,1,1,0,False
777,2,1,lumpy_skin_disease,1,1,0,False
778,2,1,lumpy_skin_disease,1,1,0,False
779,2,1,lumpy_skin_disease,1,1,0,False
780,2,1,lumpy_skin_disease,1,1,0,False
781,2,1,lumpy_skin_disease,1,1,0,False
782,2,1,lumpy_skin_disease,1,1,0,False
783,2,1,lumpy_skin_disease,1,1,0,False
784,2,1,lumpy_skin_disease,1,1,0,False
785,2,1,lumpy_skin_disease,1,1,0,False
786,2,1,lumpy_skin_disease,1,1,0,False
787,2,1,lumpy_skin_disease,1,1,0,False
788,2,1,lumpy_skin_disease,1,1,0,False
789,2,1,lumpy_skin_disease,1,1,0,False
790,2,1,lumpy_skin_disease,1,1,0,False
791,2,1,lumpy_skin_disease,1,1,0,False
792,2,1,lumpy_skin_disease,1,1,0,False
793,2,1,lumpy_skin_disease,1,1,0,False
794,2,1,lumpy_skin_disease,1,1,0,False
795,2,1,lumpy_skin_disease,1,1,0,False
796,2,1,lumpy_skin_disease,1,1,0,False
797,2,1,lumpy_skin_disease,1,1,0,False
798,2,1,lumpy_skin_disease,1,1,0,False
799,2,1,lumpy_skin_disease,1,1,0,False
801,2,1,lumpy_skin_disease,1,0,1,False
805,2,1,lumpy_skin_disease,1,1,0,False
806,2,1,lumpy_skin_disease,1,1,0,False
807,2,1,lumpy_skin_disease,1,0,1,False
808,2,1,lumpy_skin_disease,1,1,0,False
809,2,1,lumpy_skin_disease,1,1,0,False
811,2,1,lumpy_skin_disease,1,1,0,False
812,2,1,lumpy_skin_disease,1,1,0,False
813,2,1,lumpy_skin_disease,1,1,0,False
814,2,1,lumpy_skin_disease,1,1,0,False
815,2,1,lumpy_skin_disease,1,1,0,False
817,2,1,lumpy_skin_disease,1,1,0,False
819,2,1,lumpy_skin_disease,1,1,0,False
820,2,1,lumpy_skin_disease,1,1,0,False
821,2,1,lumpy_skin_disease,1,1,0,False
822,2,1,lumpy_skin_disease,1,1,0,False
823,2,1,lumpy_skin_disease,1,1,0,False
824,2,1,lumpy_skin_disease,1,0,1,False
825,2,1,lumpy_skin_disease,1,1,0,False
827,2,1,lumpy_skin_disease,1,1,0,False
828,2,1,lumpy_skin_disease,1,1,0,False
831,2,1,lumpy_skin_disease,1,1,0,False
833,2,1,lumpy_skin_disease,1,1,0,False
834,2,1,lumpy_skin_disease,1,1,0,False
835,2,1,lumpy_skin_disease,1,1,0,False
836,2,1,lumpy_skin_disease,1,1,0,False
837,2,1,lumpy_skin_disease,1,1,0,False
839,2,1,lumpy_skin_disease,1,1,0,False
840,2,1,lumpy_skin_disease,1,1,0,False
841,2,1,lumpy_skin_disease,1,1,0,False
842,2,1,lumpy_skin_disease,1,0,1,False
843,2,1,lumpy_skin_disease,1,1,0,False
844,2,1,lumpy_skin_disease,1,1,0,False
845,2,1,lumpy_skin_disease,1,1,0,False
846,2,1,lumpy_skin_disease,1,1,0,False
847,2,1,lumpy_skin_disease,1,1,0,False
848,2,1,lumpy_skin_disease,1,1,0,False
849,2,1,lumpy_skin_disease,1,0,1,False
850,2,1,lumpy_skin_disease,1,1,0,False
851,2,1,lumpy_skin_disease,1,1,0,False
852,2,1,lumpy_skin_disease,1,1,0,False
853,2,1,lumpy_skin_disease,1,1,0,False
854,2,1,lumpy_skin_disease,1,1,0,False
855,2,1,lumpy_skin_disease,1,1,0,False
857,2,1,lumpy_skin_disease,1,1,0,False
858,2,1,lumpy_skin_disease,1,1,0,False
859,2,1,lumpy_skin_disease,1,1,0,False
860,2,1,lumpy_skin_disease,1,0,1,False
862,2,1,lumpy_skin_disease,1,1,0,False
863,2,1,lumpy_skin_disease,1,1,0,False
867,2,1,lumpy_skin_disease,1,1,0,False
871,2,1,lumpy_skin_disease,1,1,0,False
872,2,1,lumpy_skin_disease,1,0,1,False
874,2,1,lumpy_skin_disease,1,1,0,False
875,2,1,lumpy_skin_disease,1,1,0,False
876,2,1,lumpy_skin_disease,1,1,0,False
877,2,1,lumpy_skin_disease,1,1,0,False
878,2,1,lumpy_skin_disease,1,1,0,False
879,2,1,lumpy_skin_disease,1,1,0,False
880,2,1,lumpy_skin_disease,1,1,0,False
881,2,1,lumpy_skin_disease,1,1,0,False
882,2,1,lumpy_skin_disease,1,1,0,False
883,2,1,lumpy_skin_disease,1,1,0,False
884,2,1,lumpy_skin_disease,1,1,0,False
885,2,1,lumpy_skin_disease,1,1,0,False
886,2,1,lumpy_skin_disease,1,1,0,False
887,2,1,lumpy_skin_disease,1,1,0,False
888,2,1,lumpy_skin_disease,1,1,0,False
889,2,1,lumpy_skin_disease,1,1,0,False
890,2,1,lumpy_skin_disease,1,1,0,False
891,2,1,lumpy_skin_disease,1,1,0,False
892,2,1,lumpy_skin_disease,1,1,0,False
893,2,1,lumpy_skin_disease,1,1,0,False
894,2,1,lumpy_skin_disease,1,1,0,False
895,2,1,lumpy_skin_disease,1,1,0,False
896,2,1,lumpy_skin_disease,1,1,0,False
897,2,1,lumpy_skin_disease,1,0,1,False
898,2,1,lumpy_skin_disease,1,1,0,False
899,2,1,lumpy_skin_disease,1,1,0,False
900,2,1,lumpy_skin_disease,1,1,0,False
901,2,1,lumpy_skin_disease,1,1,0,False
902,2,1,lumpy_skin_disease,1,1,0,False
903,2,1,lumpy_skin_disease,1,1,0,False
904,2,1,lumpy_skin_disease,1,1,0,False
905,2,1,lumpy_skin_disease,1,1,0,False
906,2,1,lumpy_skin_disease,1,1,0,False
907,2,1,lumpy_skin_disease,1,1,0,False
908,2,1,lumpy_skin_disease,1,1,0,False
909,2,1,lumpy_skin_disease,1,1,0,False
910,2,1,lumpy_skin_disease,1,1,0,False
911,2,1,lumpy_skin_disease,1,1,0,False
912,2,1,lumpy_skin_disease,1,1,0,False
913,2,1,lumpy_skin_disease,1,1,0,False
914,2,1,lumpy_skin_disease,1,0,1,False
915,2,1,lumpy_skin_disease,1,1,0,False
916,2,1,lumpy_skin_disease,1,1,0,False
917,2,1,lumpy_skin_disease,1,1,0,False
918,2,1,lumpy_skin_disease,1,1,0,False
919,2,1,lumpy_skin_disease,1,1,0,False
920,2,1,lumpy_skin_disease,1,1,0,False
921,2,1,lumpy_skin_disease,1,1,0,False
924,2,1,lumpy_skin_disease,1,1,0,False
925,2,1,lumpy_skin_disease,1,1,0,False
927,2,1,lumpy_skin_disease,1,0,1,False
928,2,1,lumpy_skin_disease,1,1,0,False
929,2,1,lumpy_skin_disease,1,1,0,False
930,2,1,lumpy_skin_disease,1,1,0,False
931,2,1,lumpy_skin_disease,1,1,0,False
932,2,1,lumpy_skin_disease,1,1,0,False
933,2,1,lumpy_skin_disease,1,0,1,False
934,2,1,lumpy_skin_disease,1,1,0,False
935,2,1,lumpy_skin_disease,1,0,1,False
936,2,1,lumpy_skin_disease,1,1,0,False
937,2,1,lumpy_skin_disease,1,0,1,False
939,2,1,lumpy_skin_disease,1,1,0,False
940,2,1,lumpy_skin_disease,1,0,1,False
941,2,1,lumpy_skin_disease,1,1,0,False
942,2,1,lumpy_skin_disease,1,1,0,False
943,2,1,lumpy_skin_disease,1,1,0,False
944,2,1,lumpy_skin_disease,1,1,0,False
945,2,1,lumpy_skin_disease,1,1,0,False
946,2,1,lumpy_skin_disease,1,1,0,False
947,2,1,lumpy_skin_disease,1,1,0,False
948,2,1,lumpy_skin_disease,1,0,1,False
949,2,1,lumpy_skin_disease,1,1,0,False
950,2,1,lumpy_skin_disease,1,1,0,False
953,2,1,lumpy_skin_disease,1,1,0,False
955,2,1,lumpy_skin_disease,1,1,0,False
956,2,1,lumpy_skin_disease,1,1,0,False
957,2,1,lumpy_skin_disease,1,1,0,False
958,2,1,lumpy_skin_disease,1,0,1,False
959,2,1,lumpy_skin_disease,1,1,0,False
963,2,1,lumpy_skin_disease,1,1,0,False
964,2,1,lumpy_skin_disease,1,1,0,False
965,2,1,lumpy_skin_disease,1,1,0,False
966,2,1,lumpy_skin_disease,1,1,0,False
967,2,1,lumpy_skin_disease,1,1,0,False
968,2,1,lumpy_skin_disease,1,1,0,False
969,2,1,lumpy_skin_disease,1,1,0,False
970,2,1,lumpy_skin_disease,1,1,0,False
971,2,1,lumpy_skin_disease,1,1,0,False
972,2,1,lumpy_skin_disease,1,0,1,False
973,2,1,lumpy_skin_disease,1,0,1,False
974,2,1,lumpy_skin_disease,1,1,0,False
975,2,1,lumpy_skin_disease,1,1,0,False
976,2,1,lumpy_skin_disease,1,1,0,False
977,2,1,lumpy_skin_disease,1,0,1,False
978,2,1,lumpy_skin_disease,1,1,0,False
979,2,1,lumpy_skin_disease,1,1,0,False
980,2,1,lumpy_skin_disease,1,1,0,False
981,2,1,lumpy_skin_disease,1,1,0,False
982,2,1,lumpy_skin_disease,1,1,0,False
983,2,1,lumpy_skin_disease,1,1,0,False
984,2,1,lumpy_skin_disease,1,1,0,False
985,2,1,lumpy_skin_disease,1,1,0,False
986,2,1,lumpy_skin_disease,1,1,0,False
987,2,1,lumpy_skin_disease,1,1,0,False
988,2,1,lumpy_skin_disease,1,1,0,False
989,2,1,lumpy_skin_disease,1,1,0,False
990,2,1,lumpy_skin_disease,1,1,0,False
991,2,1,lumpy_skin_disease,1,1,0,False
992,2,1,lumpy_skin_disease,1,1,0,False
994,2,1,lumpy_skin_disease,1,1,0,False
995,2,1,lumpy_skin_disease,1,1,0,False
996,2,1,lumpy_skin_disease,1,1,0,False
997,2,1,lumpy_skin_disease,1,1,0,False
998,2,1,lumpy_skin_disease,1,1,0,False
999,2,1,lumpy_skin_disease,1,1,0,False
1000,2,1,lumpy_skin_disease,1,1,0,False
1001,2,1,lumpy_skin_disease,1,1,0,False
1002,2,1,lumpy_skin_disease,1,1,0,False
1003,2,1,lumpy_skin_disease,1,1,0,False
1004,2,1,lumpy_skin_disease,1,1,0,False
1007,2,1,lumpy_skin_disease,1,1,0,False
1008,2,1,lumpy_skin_disease,1,0,1,False
1009,2,1,lumpy_skin_disease,1,1,0,False
1010,2,1,lumpy_skin_disease,1,1,0,False
1011,2,1,lumpy_skin_disease,1,1,0,False
1012,2,1,lumpy_skin_disease,1,1,0,False
1013,2,1,lumpy_skin_disease,1,1,0,False
1014,2,1,lumpy_skin_disease,1,0,1,False
1015,2,1,lumpy_skin_disease,1,1,0,False
1016,2,1,lumpy_skin_disease,1,1,0,False
1017,2,1,lumpy_skin_disease,1,1,0,False
1018,2,1,lumpy_skin_disease,1,1,0,False
1019,2,1,lumpy_skin_disease,1,1,0,False
1020,2,1,lumpy_skin_disease,1,1,0,False
1021,2,1,lumpy_skin_disease,1,1,0,False
1022,2,1,lumpy_skin_disease,1,1,0,False
1023,2,1,lumpy_skin_disease,1,1,0,False
1024,2,1,lumpy_skin_disease,1,0,1,False
1026,2,1,lumpy_skin_disease,1,1,0,False
1027,2,1,lumpy_skin_disease,1,1,0,False
1028,2,1,lumpy_skin_disease,1,1,0,False
1029,2,1,mange,1,1,0,False
1030,2,1,mange,1,1,0,False
1031,2,1,mange,1,1,0,False
1033,2,1,mange,1,1,0,False
1034,2,1,mange,1,0,1,False
1035,2,1,mange,1,1,0,False
1037,2,1,mange,1,1,0,False
1038,2,1,mange,1,1,0,False
1039,2,1,mange,1,1,0,False
1040,2,1,mange,1,1,0,False
1042,2,1,mange,1,1,0,False
1043,2,1,mange,1,0,1,False
1044,2,1,mange,1,1,0,False
1045,2,1,mange,1,1,0,False
1046,2,1,mange,1,1,0,False
1047,2,1,mange,1,1,0,False
1048,2,1,mange,1,1,0,False
1049,2,1,mange,1,1,0,False
1050,2,1,mange,1,1,0,False
1051,2,1,mange,1,1,0,False
1052,2,1,mange,1,1,0,False
1053,2,1,mange,1,1,0,False
1054,2,1,mange,1,1,0,False
1055,2,1,mange,1,1,0,False
1056,2,1,mange,1,1,0,False
1057,2,1,mange,1,1,0,False
1058,2,1,mange,1,1,0,False
1059,2,1,mange,1,1,0,False
1060,2,1,mange,1,1,0,False
1061,2,1,mange,1,1,0,False
1062,2,1,mange,1,1,0,False
1063,2,1,mange,1,1,0,False
1064,2,1,mange,1,1,0,False
1065,2,1,mange,1,1,0,False
1066,2,1,mange,1,1,0,False
1067,2,1,mange,1,1,0,False
1068,2,1,mange,1,1,0,False
1069,2,1,mange,1,1,0,False
1070,2,1,mange,1,1,0,False
1071,2,1,mange,1,1,0,False
1072,2,1,mange,1,1,0,False
1073,2,1,mange,1,1,0,False
1074,2,1,mange,1,1,0,False
1075,2,1,mange,1,1,0,False
1076,2,1,mange,1,1,0,False
1077,2,1,mange,1,1,0,False
1078,2,1,mange,1,1,0,False
1079,2,1,mange,1,1,0,False
1080,2,1,mange,1,1,0,False
1081,2,1,mange,1,1,0,False
1082,2,1,mange,1,1,0,False
1083,2,1,mange,1,1,0,False
1084,2,1,mange,1,1,0,False
1085,2,1,mange,1,1,0,False
1086,2,1,mange,1,1,0,False
1087,2,1,mange,1,1,0,False
1088,2,1,mange,1,1,0,False
1089,2,1,mange,1,1,0,False
1090,2,1,mange,1,1,0,False
1091,2,1,mange,1,1,0,False
1092,2,1,mange,1,1,0,False
1093,2,1,mange,1,1,0,False
1094,2,1,mange,1,1,0,False
1095,2,1,mange,1,1,0,False
1096,2,1,mange,1,1,0,False
1097,2,1,mange,1,1,0,False
1098,2,1,mange,1,1,0,False
1099,2,1,mange,1,1,0,False
1100,2,1,mange,1,1,0,False
1102,2,1,mange,1,1,0,False
1103,2,1,mange,1,1,0,False
1105,2,1,mange,1,1,0,False
1106,2,1,mange,1,1,0,False
1107,2,1,mange,1,1,0,False
1108,2,1,mange,1,1,0,False
1109,2,1,mange,1,1,0,False
1110,2,1,mange,1,1,0,False
1111,2,1,mange,1,1,0,False
1112,2,1,mange,1,1,0,False
1113,2,1,mange,1,1,0,False
1114,2,1,mange,1,0,1,False
1115,2,1,mange,1,1,0,False
1116,2,1,mange,1,1,0,False
1117,2,1,mange,1,1,0,False
1118,2,1,mange,1,1,0,False
1119,2,1,mange,1,1,0,False
1120,2,1,mange,1,1,0,False
1121,2,1,mange,1,1,0,False
1122,2,1,mange,1,0,1,False
1123,2,1,mange,1,1,0,False
1124,2,1,mange,1,1,0,False
1125,2,1,mange,1,1,0,False
1126,2,1,mange,1,1,0,False
1128,2,1,mange,1,1,0,False
1129,2,1,mange,1,0,1,False
1130,2,1,mange,1,1,0,False
1131,2,1,mange,1,1,0,False
1132,2,1,mange,1,0,1,False
1133,2,1,mange,1,1,0,False
1134,2,1,mange,1,1,0,False
1135,2,1,mange,1,1,0,False
1136,2,1,mange,1,1,0,False
1137,2,1,mange,1,0,1,False
1138,2,1,mange,1,1,0,False
1139,2,1,mange,1,1,0,False
1140,2,1,mange,1,1,0,False
1141,2,1,mange,1,1,0,False
1142,2,1,mange,1,1,0,False
1143,2,1,mange,1,1,0,False
1144,2,1,mange,1,1,0,False
1145,2,1,mange,1,1,0,False
1146,2,1,pyoderma,1,1,0,False
1147,2,1,pyoderma,1,1,0,False
1148,2,1,pyoderma,1,1,0,False
1149,2,1,pyoderma,1,1,0,False
1150,2,1,pyoderma,1,1,0,False
1151,2,1,pyoderma,1,1,0,False
1155,2,1,pyoderma,1,1,0,False
1156,2,1,pyoderma,1,1,0,False
1157,2,1,pyoderma,1,1,0,False
1158,2,1,pyoderma,1,1,0,False
1159,2,1,pyoderma,1,1,0,False
1160,2,1,pyoderma,1,1,0,False
1161,2,1,pyoderma,1,0,1,False
1162,2,1,pyoderma,1,0,1,False
1163,2,1,pyoderma,1,1,0,False
1164,2,1,pyoderma,1,1,0,False
1165,2,1,pyoderma,1,0,1,False
1166,2,1,pyoderma,1,0,1,False
1168,2,1,pyoderma,1,1,0,False
1169,2,1,pyoderma,1,1,0,False
1170,2,1,pyoderma,1,1,0,False
1171,2,1,pyoderma,1,1,0,False
1172,2,1,pyoderma,1,0,1,False
1173,2,1,pyoderma,1,1,0,False
1174,2,1,pyoderma,1,0,1,False
1175,2,1,pyoderma,1,1,0,False
1176,2,1,pyoderma,1,1,0,False
1178,2,1,pyoderma,1,0,1,False
1179,2,1,pyoderma,1,0,1,False
1180,2,1,pyoderma,1,1,0,False
1181,2,1,pyoderma,1,0,1,False
1182,2,1,pyoderma,1,1,0,False
1183,2,1,pyoderma,1,0,1,False
1184,2,1,pyoderma,1,1,0,False
1185,2,1,pyoderma,1,0,1,False
1186,2,1,pyoderma,1,1,0,False
1187,2,1,pyoderma,1,1,0,False
1188,2,1,pyoderma,1,0,1,False
1189,2,1,pyoderma,1,0,1,False
1190,2,1,pyoderma,1,1,0,False
1191,2,1,pyoderma,1,0,1,False
1194,2,1,ringworm,1,0,1,False
1195,2,1,ringworm,1,1,0,False
1196,2,1,ringworm,1,1,0,False
1197,2,1,ringworm,1,1,0,False
1198,2,1,ringworm,1,1,0,False
1199,2,1,ringworm,1,0,1,False
1200,2,1,ringworm,1,1,0,False
1201,2,1,ringworm,1,1,0,False
1202,2,1,ringworm,1,1,0,False
1203,2,1,ringworm,1,1,0,False
1205,2,1,ringworm,1,1,0,False
1208,2,1,ringworm,1,0,1,False
1211,2,1,ringworm,1,0,1,False
1212,2,1,ringworm,1,0,1,False
1213,2,1,ringworm,1,1,0,False
1214,2,1,ringworm,1,0,1,False
1215,2,1,ringworm,1,1,0,False
1217,2,1,ringworm,1,0,1,False
1219,2,1,ringworm,1,0,1,False
1220,2,1,ringworm,1,0,1,False
1221,2,1,ringworm,1,0,1,False
1222,2,1,ringworm,1,0,1,False
1223,2,1,ringworm,1,1,0,False
1224,2,1,ringworm,1,1,0,False
1225,2,1,ringworm,1,0,1,False
1226,2,1,ringworm,1,0,1,False
1227,2,1,ringworm,1,0,1,False
1228,2,1,ringworm,1,0,1,False
1229,2,1,ringworm,1,1,0,False
1230,2,1,ringworm,1,1,0,False
1231,2,1,ringworm,1,1,0,False
1232,2,1,ringworm,1,0,1,False
1233,2,1,ringworm,1,0,1,False
1234,2,1,ringworm,1,1,0,False
1236,2,1,ringworm,1,0,1,False
1237,2,1,ringworm,1,1,0,False
1238,2,1,ringworm,1,1,0,False
1239,2,1,ringworm,1,1,0,False
1240,2,1,ringworm,1,0,1,False
1241,2,1,ringworm,1,1,0,False
1242,2,1,ringworm,1,1,0,False
1244,2,1,ringworm,1,1,0,False
1245,2,1,ringworm,1,1,0,False
1246,2,1,ringworm,1,1,0,False
1248,2,1,ringworm,1,1,0,False
1249,2,1,ringworm,1,1,0,False
1250,2,1,ringworm,1,1,0,False
1251,2,1,ringworm,1,1,0,False
1252,2,1,ringworm,1,1,0,False
1253,2,1,ringworm,1,1,0,False
1254,2,1,ringworm,1,0,1,False
1255,2,1,ringworm,1,1,0,False
1258,2,1,ringworm,1,1,0,False
1259,2,1,ringworm,1,1,0,False
1260,2,1,ringworm,1,1,0,False
1261,2,1,ringworm,1,1,0,False
1263,2,1,ringworm,1,1,0,False
1264,2,1,ringworm,1,0,1,False
1265,2,1,ringworm,1,1,0,False
1266,2,1,ringworm,1,1,0,False
1267,2,1,ringworm,1,1,0,False
1268,2,1,ringworm,1,1,0,False
1269,2,1,ringworm,1,1,0,False
1270,2,1,ringworm,1,1,0,False
1271,2,1,ringworm,1,1,0,False
1272,2,1,ringworm,1,1,0,False
1273,2,1,ringworm,1,1,0,False
1274,2,1,ringworm,1,1,0,False
1275,2,1,ringworm,1,1,0,False
1276,2,1,ringworm,1,0,1,False
1277,2,1,ringworm,1,1,0,False
1278,2,1,ringworm,1,0,1,False
1279,2,1,ringworm,1,1,0,False
1280,2,1,ringworm,1,1,0,False
1281,2,1,ringworm,1,1,0,False
1282,2,1,ringworm,1,1,0,False
1283,2,1,ringworm,1,1,0,False
1284,2,1,ringworm,1,1,0,False
1285,2,1,ringworm,1,1,0,False
1286,2,1,ringworm,1,1,0,False
1287,2,1,ringworm,1,1,0,False
1288,2,1,ringworm,1,0,1,False
1289,2,1,ringworm,1,1,0,False
1290,2,1,ringworm,1,0,1,False
1291,2,1,ringworm,1,1,0,False
1292,2,1,ringworm,1,1,0,False
1293,2,1,ringworm,1,1,0,False
1294,2,1,ringworm,1,1,0,False
1295,2,1,ringworm,1,1,0,False
1296,2,1,ringworm,1,1,0,False
1297,2,1,ringworm,1,1,0,False
1299,2,1,ringworm,1,1,0,False
1300,2,1,ringworm,1,0,1,False
1302,2,1,ringworm,1,1,0,False
1303,2,1,ringworm,1,1,0,False
1304,2,1,ringworm,1,1,0,False
1305,2,1,ringworm,1,1,0,False
1306,2,1,ringworm,1,1,0,False
1307,2,1,ringworm,1,1,0,False
1308,2,1,ringworm,1,1,0,False
1309,2,1,ringworm,1,1,0,False
1310,2,1,ringworm,1,1,0,False
1311,2,1,ringworm,1,1,0,False
1312,2,1,ringworm,1,0,1,False
1313,2,1,ringworm,1,1,0,False
1314,2,1,ringworm,1,1,0,False
1315,2,1,ringworm,1,1,0,False
1317,2,1,ringworm,1,1,0,False
1318,2,1,ringworm,1,1,0,False
1320,2,1,ringworm,1,1,0,False
1322,2,1,ringworm,1,1,0,False
1323,2,1,ringworm,1,1,0,False
1324,2,1,ringworm,1,0,1,False
1325,2,1,ringworm,1,1,0,False
1326,2,1,ringworm,1,1,0,False
1327,2,1,ringworm,1,1,0,False
1328,2,1,ringworm,1,1,0,False
1329,2,1,ringworm,1,1,0,False
1330,2,1,ringworm,1,1,0,False
1331,2,1,ringworm,1,1,0,False
1332,2,1,ringworm,1,1,0,False
1333,2,1,ringworm,1,1,0,False
1335,2,1,ringworm,1,0,1,False
1337,2,1,ringworm,1,1,0,False
1338,2,1,ringworm,1,1,0,False
1339,2,1,ringworm,1,1,0,False
1340,2,1,ringworm,1,1,0,False
1341,2,1,ringworm,1,1,0,False
1343,2,1,ringworm,1,1,0,False
1344,2,1,ringworm,1,1,0,False
1345,2,1,ringworm,1,0,1,False
1346,2,1,ringworm,1,1,0,False
1347,2,1,ringworm,1,0,1,False
1348,2,1,ringworm,1,1,0,False
1349,2,1,ringworm,1,1,0,False
1350,2,1,ringworm,1,1,0,False
1351,2,1,ringworm,1,0,1,False
1352,2,1,ringworm,1,0,1,False
1353,2,1,ringworm,1,1,0,False
1354,2,1,ringworm,1,1,0,False
1355,2,1,ringworm,1,0,1,False
1356,2,1,ringworm,1,1,0,False
1357,2,1,scabies,1,1,0,False
1358,2,1,scabies,1,1,0,False
1360,2,1,scabies,1,1,0,False
1361,2,1,scabies,1,1,0,False
1363,2,1,scabies,1,1,0,False
1365,2,1,scabies,1,1,0,False
1366,2,1,scabies,1,1,0,False
1367,2,1,scabies,1,1,0,False
1369,2,1,scabies,1,0,1,False
1370,2,1,scabies,1,0,1,False
1371,2,1,scabies,1,0,1,False
1372,2,1,scabies,1,0,1,False
1373,2,1,ear_mites,1,0,1,False
1375,2,1,ear_mites,1,1,0,False
1376,2,1,ear_mites,1,1,0,False
1377,2,1,ear_mites,1,1,0,False
1378,2,1,ear_mites,1,1,0,False
1379,2,1,ear_mites,1,1,0,False
1380,2,1,ear_mites,1,1,0,False
1381,2,1,ear_mites,1,1,0,False
1382,2,1,ear_mites,1,1,0,False
1383,2,1,ear_mites,1,0,1,False
1384,2,1,ear_mites,1,1,0,False
1385,2,1,ear_mites,1,1,0,False
1386,2,1,ear_mites,1,1,0,False
1387,2,1,ear_mites,1,1,0,False
1389,2,1,tick_infestation,1,0,1,False
1390,2,1,tick_infestation,1,1,0,False
1391,2,1,eye_infection,1,1,0,False
1392,2,1,eye_infection,1,1,0,False
1393,2,1,eye_infection,1,1,0,False
1394,2,1,eye_infection,1,1,0,False
1395,2,1,eye_infection,1,1,0,False
1396,2,1,eye_infection,1,1,0,False
1397,2,1,eye_infection,1,1,0,False
1398,2,1,eye_infection,1,1,0,False
1399,2,1,eye_infection,1,1,0,False
1400,2,1,eye_infection,1,0,1,False
