cluster_id,image_count,class_count,classes,pair_count,exact_pairs,near_pairs,cross_class
456,11,2,hotspot|pyoderma,55,36,19,True
476,10,2,hotspot|pyoderma,45,36,9,True
460,8,2,hotspot|pyoderma,28,15,13,True
466,8,2,hotspot|pyoderma,28,28,0,True
508,8,2,hotspot|pyoderma,18,2,16,True
533,8,3,hotspot|pyoderma|ringworm,28,21,7,True
535,8,2,hotspot|pyoderma,28,28,0,True
443,7,2,healthy_skin|lumpy_skin_disease,21,9,12,True
468,7,2,hotspot|pyoderma,21,21,0,True
517,7,2,hotspot|pyoderma,21,15,6,True
539,7,2,hotspot|pyoderma,21,21,0,True
542,7,2,hotspot|pyoderma,21,21,0,True
543,7,3,hotspot|pyoderma|ringworm,21,21,0,True
546,7,3,hotspot|pyoderma|ringworm,21,5,16,True
524,6,2,hotspot|pyoderma,15,7,8,True
529,6,3,hotspot|pyoderma|ringworm,15,15,0,True
532,6,2,hotspot|pyoderma,15,15,0,True
536,6,2,hotspot|pyoderma,15,10,5,True
538,6,2,hotspot|pyoderma,15,10,5,True
541,6,2,hotspot|pyoderma,15,6,9,True
86,5,2,healthy_cattle|lumpy_skin_disease,10,10,0,True
306,5,3,fungal_infection|hotspot|pyoderma,10,6,4,True
379,5,2,fungal_infection|ringworm,10,6,4,True
457,5,2,hotspot|pyoderma,10,10,0,True
515,5,2,hotspot|pyoderma,10,6,4,True
526,5,2,hotspot|pyoderma,10,10,0,True
527,5,2,hotspot|pyoderma,10,10,0,True
531,5,2,hotspot|pyoderma,10,10,0,True
534,5,2,hotspot|pyoderma,10,6,4,True
537,5,2,hotspot|pyoderma,10,6,4,True
571,5,2,hotspot|pyoderma,10,1,9,True
593,5,2,hotspot|pyoderma,10,10,0,True
616,5,3,hotspot|pyoderma|ringworm,10,10,0,True
669,5,3,hotspot|pyoderma|ringworm,10,6,4,True
1153,5,2,pyoderma|ringworm,10,6,4,True
24,4,2,healthy_cattle|healthy_skin,6,6,0,True
26,4,2,healthy_cattle|healthy_skin,6,6,0,True
73,4,3,healthy_cattle|healthy_skin|lumpy_skin_disease,6,6,0,True
130,4,2,healthy_cattle|healthy_skin,6,6,0,True
222,4,3,allergic_dermatitis|hotspot|pyoderma,6,6,0,True
223,4,3,allergic_dermatitis|hotspot|pyoderma,6,6,0,True
335,4,2,fungal_infection|hotspot,6,6,0,True
378,4,2,fungal_infection|ringworm,6,3,3,True
454,4,2,hotspot|pyoderma,6,6,0,True
488,4,3,hotspot|pyoderma|ringworm,6,1,5,True
545,4,2,hotspot|pyoderma,6,6,0,True
582,4,2,hotspot|pyoderma,6,6,0,True
584,4,2,hotspot|pyoderma,6,6,0,True
585,4,2,hotspot|pyoderma,6,3,3,True
587,4,2,hotspot|pyoderma,6,6,0,True
595,4,2,hotspot|pyoderma,6,6,0,True
600,4,2,hotspot|pyoderma,6,6,0,True
602,4,2,hotspot|pyoderma,6,6,0,True
603,4,2,hotspot|pyoderma,6,6,0,True
612,4,2,hotspot|pyoderma,6,6,0,True
614,4,2,hotspot|pyoderma,6,6,0,True
617,4,2,hotspot|pyoderma,6,6,0,True
618,4,2,hotspot|pyoderma,6,2,4,True
619,4,2,hotspot|pyoderma,6,6,0,True
620,4,2,hotspot|pyoderma,6,6,0,True
625,4,2,hotspot|pyoderma,6,6,0,True
626,4,2,hotspot|pyoderma,6,3,3,True
630,4,2,hotspot|pyoderma,6,6,0,True
637,4,2,hotspot|pyoderma,6,6,0,True
654,4,2,hotspot|pyoderma,3,0,3,True
675,4,2,hotspot|ringworm,5,1,4,True
4,3,2,healthy_cattle|healthy_skin,3,3,0,True
6,3,2,healthy_cattle|healthy_skin,3,1,2,True
9,3,2,healthy_cattle|healthy_skin,3,3,0,True
28,3,2,healthy_cattle|healthy_skin,3,3,0,True
31,3,2,healthy_cattle|healthy_skin,3,3,0,True
34,3,2,healthy_cattle|healthy_skin,3,3,0,True
39,3,2,healthy_cattle|healthy_skin,3,3,0,True
47,3,2,healthy_cattle|healthy_skin,3,3,0,True
62,3,2,healthy_cattle|healthy_skin,3,1,2,True
67,3,2,healthy_cattle|healthy_skin,3,3,0,True
75,3,2,healthy_cattle|healthy_skin,3,3,0,True
82,3,2,healthy_cattle|healthy_skin,3,3,0,True
84,3,2,healthy_cattle|healthy_skin,3,3,0,True
85,3,2,healthy_cattle|healthy_skin,3,3,0,True
133,3,2,healthy_cattle|healthy_skin,3,1,2,True
134,3,2,healthy_cattle|healthy_skin,3,3,0,True
162,3,2,allergic_dermatitis|fungal_infection,3,0,3,True
163,3,2,allergic_dermatitis|ringworm,3,3,0,True
411,3,2,healthy_skin|lumpy_skin_disease,3,3,0,True
422,3,2,healthy_skin|lumpy_skin_disease,3,1,2,True
431,3,2,healthy_skin|lumpy_skin_disease,3,1,2,True
438,3,2,healthy_skin|lumpy_skin_disease,3,3,0,True
441,3,2,healthy_skin|lumpy_skin_disease,3,3,0,True
459,3,2,hotspot|pyoderma,3,3,0,True
463,3,2,hotspot|pyoderma,3,3,0,True
492,3,2,hotspot|pyoderma,3,3,0,True
493,3,2,hotspot|pyoderma,3,3,0,True
494,3,2,hotspot|pyoderma,3,3,0,True
495,3,2,hotspot|pyoderma,3,3,0,True
496,3,2,hotspot|pyoderma,3,3,0,True
497,3,2,hotspot|pyoderma,3,3,0,True
498,3,2,hotspot|pyoderma,3,3,0,True
499,3,2,hotspot|pyoderma,3,3,0,True
500,3,2,hotspot|pyoderma,3,3,0,True
501,3,2,hotspot|pyoderma,3,3,0,True
502,3,2,hotspot|pyoderma,3,3,0,True
503,3,2,hotspot|pyoderma,3,3,0,True
504,3,2,hotspot|pyoderma,3,3,0,True
505,3,2,hotspot|pyoderma,3,3,0,True
506,3,2,hotspot|pyoderma,3,3,0,True
507,3,2,hotspot|pyoderma,3,3,0,True
510,3,2,hotspot|pyoderma,3,3,0,True
511,3,2,hotspot|pyoderma,3,3,0,True
512,3,2,hotspot|pyoderma,3,3,0,True
513,3,2,hotspot|pyoderma,3,3,0,True
514,3,2,hotspot|pyoderma,3,3,0,True
516,3,2,hotspot|pyoderma,3,3,0,True
518,3,2,hotspot|pyoderma,3,3,0,True
519,3,2,hotspot|pyoderma,3,3,0,True
520,3,2,hotspot|pyoderma,3,3,0,True
549,3,2,hotspot|pyoderma,3,3,0,True
553,3,2,hotspot|pyoderma,3,3,0,True
554,3,3,hotspot|pyoderma|ringworm,3,3,0,True
567,3,2,hotspot|pyoderma,2,0,2,True
568,3,2,hotspot|pyoderma,3,1,2,True
569,3,2,hotspot|pyoderma,2,0,2,True
572,3,2,hotspot|pyoderma,3,3,0,True
573,3,2,hotspot|pyoderma,3,3,0,True
589,3,2,hotspot|pyoderma,3,1,2,True
591,3,2,hotspot|ringworm,3,3,0,True
592,3,2,hotspot|ringworm,3,3,0,True
601,3,2,hotspot|pyoderma,3,3,0,True
606,3,2,hotspot|pyoderma,3,3,0,True
608,3,2,hotspot|pyoderma,3,3,0,True
611,3,2,hotspot|pyoderma,3,3,0,True
613,3,2,hotspot|pyoderma,3,3,0,True
615,3,2,hotspot|pyoderma,3,3,0,True
623,3,2,hotspot|pyoderma,3,3,0,True
631,3,2,hotspot|pyoderma,3,3,0,True
632,3,2,hotspot|ringworm,3,1,2,True
638,3,2,hotspot|pyoderma,3,3,0,True
640,3,2,hotspot|pyoderma,3,3,0,True
642,3,2,hotspot|pyoderma,3,3,0,True
653,3,2,hotspot|pyoderma,3,0,3,True
657,3,2,hotspot|ringworm,3,0,3,True
661,3,2,hotspot|pyoderma,3,3,0,True
670,3,2,hotspot|pyoderma,3,1,2,True
671,3,2,hotspot|pyoderma,3,1,2,True
1036,3,2,mange|scabies,3,3,0,True
1,2,2,Unlabeled|lumpy_skin_disease,1,1,0,True
5,2,2,healthy_cattle|healthy_skin,1,1,0,True
7,2,2,healthy_cattle|healthy_skin,1,1,0,True
10,2,2,healthy_cattle|healthy_skin,1,0,1,True
12,2,2,healthy_cattle|healthy_skin,1,1,0,True
14,2,2,healthy_cattle|healthy_skin,1,1,0,True
15,2,2,healthy_cattle|healthy_skin,1,1,0,True
16,2,2,healthy_cattle|healthy_skin,1,1,0,True
19,2,2,healthy_cattle|healthy_skin,1,0,1,True
20,2,2,healthy_cattle|healthy_skin,1,0,1,True
21,2,2,healthy_cattle|healthy_skin,1,1,0,True
22,2,2,healthy_cattle|healthy_skin,1,1,0,True
23,2,2,healthy_cattle|healthy_skin,1,1,0,True
27,2,2,healthy_cattle|healthy_skin,1,1,0,True
29,2,2,healthy_cattle|healthy_skin,1,1,0,True
30,2,2,healthy_cattle|healthy_skin,1,1,0,True
32,2,2,healthy_cattle|healthy_skin,1,1,0,True
33,2,2,healthy_cattle|healthy_skin,1,1,0,True
35,2,2,healthy_cattle|healthy_skin,1,1,0,True
36,2,2,healthy_cattle|healthy_skin,1,1,0,True
37,2,2,healthy_cattle|healthy_skin,1,1,0,True
38,2,2,healthy_cattle|healthy_skin,1,1,0,True
40,2,2,healthy_cattle|healthy_skin,1,1,0,True
41,2,2,healthy_cattle|healthy_skin,1,1,0,True
42,2,2,healthy_cattle|healthy_skin,1,1,0,True
43,2,2,healthy_cattle|healthy_skin,1,1,0,True
44,2,2,healthy_cattle|healthy_skin,1,1,0,True
45,2,2,healthy_cattle|healthy_skin,1,1,0,True
46,2,2,healthy_cattle|healthy_skin,1,1,0,True
48,2,2,healthy_cattle|healthy_skin,1,1,0,True
49,2,2,healthy_cattle|healthy_skin,1,1,0,True
50,2,2,healthy_cattle|healthy_skin,1,1,0,True
51,2,2,healthy_cattle|healthy_skin,1,1,0,True
52,2,2,healthy_cattle|healthy_skin,1,1,0,True
53,2,2,healthy_cattle|healthy_skin,1,1,0,True
54,2,2,healthy_cattle|healthy_skin,1,1,0,True
55,2,2,healthy_cattle|healthy_skin,1,1,0,True
56,2,2,healthy_cattle|healthy_skin,1,1,0,True
57,2,2,healthy_cattle|healthy_skin,1,1,0,True
58,2,2,healthy_cattle|healthy_skin,1,1,0,True
59,2,2,healthy_cattle|healthy_skin,1,1,0,True
60,2,2,healthy_cattle|healthy_skin,1,1,0,True
61,2,2,healthy_cattle|healthy_skin,1,1,0,True
63,2,2,healthy_cattle|healthy_skin,1,1,0,True
64,2,2,healthy_cattle|healthy_skin,1,1,0,True
65,2,2,healthy_cattle|healthy_skin,1,1,0,True
66,2,2,healthy_cattle|healthy_skin,1,1,0,True
68,2,2,healthy_cattle|healthy_skin,1,1,0,True
69,2,2,healthy_cattle|healthy_skin,1,1,0,True
70,2,2,healthy_cattle|healthy_skin,1,0,1,True
71,2,2,healthy_cattle|healthy_skin,1,1,0,True
72,2,2,healthy_cattle|healthy_skin,1,1,0,True
74,2,2,healthy_cattle|healthy_skin,1,1,0,True
76,2,2,healthy_cattle|healthy_skin,1,1,0,True
77,2,2,healthy_cattle|healthy_skin,1,1,0,True
78,2,2,healthy_cattle|healthy_skin,1,1,0,True
79,2,2,healthy_cattle|healthy_skin,1,1,0,True
80,2,2,healthy_cattle|healthy_skin,1,1,0,True
81,2,2,healthy_cattle|healthy_skin,1,1,0,True
83,2,2,healthy_cattle|healthy_skin,1,1,0,True
131,2,2,healthy_cattle|healthy_skin,1,1,0,True
132,2,2,healthy_cattle|healthy_skin,1,1,0,True
136,2,2,healthy_cattle|healthy_skin,1,1,0,True
138,2,2,allergic_dermatitis|ringworm,1,0,1,True
157,2,2,allergic_dermatitis|ringworm,1,1,0,True
158,2,2,allergic_dermatitis|fungal_infection,1,1,0,True
160,2,2,allergic_dermatitis|ringworm,1,1,0,True
210,2,2,allergic_dermatitis|ringworm,1,0,1,True
211,2,2,allergic_dermatitis|ringworm,1,1,0,True
213,2,2,allergic_dermatitis|ringworm,1,1,0,True
220,2,2,allergic_dermatitis|ringworm,1,0,1,True
221,2,2,allergic_dermatitis|ringworm,1,1,0,True
262,2,2,foot_and_mouth_disease|healthy_skin,1,0,1,True
263,2,2,foot_and_mouth_disease|lumpy_skin_disease,1,1,0,True
266,2,2,fungal_infection|ringworm,1,1,0,True
268,2,2,fungal_infection|ringworm,1,1,0,True
283,2,2,fungal_infection|ringworm,1,1,0,True
284,2,2,fungal_infection|ringworm,1,1,0,True
285,2,2,fungal_infection|mange,1,1,0,True
435,2,2,healthy_skin|lumpy_skin_disease,1,1,0,True
