image_a,image_b,hamming_distance
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_27_png.rf.65e74f622bf888af58537877d723f36b.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_598_png.rf.0853270cf9a0a1f170b83b32c4903219.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_294_png.rf.738f27b54f5b03e7cf163a966fcc1328.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_64_png.rf.2543e01f9702c08e1817f706f8393e7e.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_303_png.rf.aba45d61dee999db31a77b17bfa27da4.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_3_png.rf.191ffb2d31c9794c67e3708d479ba5f0.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_347_png.rf.f8d3fb62e56e6cb458ab25d3b894add8.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\kaggle__devang03mgr__cattle-diseases-datasets__img1168.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_347_png.rf.f8d3fb62e56e6cb458ab25d3b894add8.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\roboflow__lumpy-skin-disease-detection__Lumpy_Skin_288_png.rf.c297c3d6d4b568d28536e0008e231497.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_373_png.rf.dd92c269d7fbec13278df787e22d8019.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_83_png.rf.30e03af3549d32a1c3f4a2594e70b117.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_401_png.rf.f7d100c564307bfb90aec2046cec75a8.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_82_png.rf.5556a05bb5facafad3797a208ac04b1b.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_405_png.rf.8b1c1431fd743d7e7710b773e1ea2de7.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\kaggle__devang03mgr__cattle-diseases-datasets__img1106.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_429_png.rf.df448bb2a8493e09d0bc0c2fb993f5a5.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\kaggle__devang03mgr__cattle-diseases-datasets__LSD-146-_png_jpg.rf.b3e02f5f6e912a5937b7ef6bea20b349.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_429_png.rf.df448bb2a8493e09d0bc0c2fb993f5a5.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\roboflow__lumpy-skin-disease-detection__Lumpy_Skin_15_png.rf.927d1b4c648a4d8afe181c761adb35d3.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_473_png.rf.cf5cbc0fbbb83725b67dfea55abe7d49.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_57_png.rf.1cf14e058dc6dcc297f5810cb07e51e1.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_509_png.rf.f9001228018328fb14a5d10e9bd9cac9.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_73_png.rf.8dc1b8fb1d9cded78b575defdc297199.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_510_png.rf.4aa6d40035e8eed7d7f465aaaf3b7cac.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_5_png.rf.fcc82845bbaa7880df666f4eb85debc7.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_510_png.rf.4aa6d40035e8eed7d7f465aaaf3b7cac.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\kaggle__devang03mgr__cattle-diseases-datasets__img1381.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_510_png.rf.4aa6d40035e8eed7d7f465aaaf3b7cac.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\roboflow__cattle-diseases__15_jpg.rf.14abcdbfbe604aa52033a6b58d10f700.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_510_png.rf.4aa6d40035e8eed7d7f465aaaf3b7cac.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\roboflow__cattle-diseases__19_jpg.rf.7ef32dfb4eb33d6cd6a7cb073b6502a4.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_510_png.rf.4aa6d40035e8eed7d7f465aaaf3b7cac.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\roboflow__cattle-diseases__3_jpg.rf.557325be38d398f7100e61a7a6f4ae02.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_510_png.rf.4aa6d40035e8eed7d7f465aaaf3b7cac.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\roboflow__lumpy-skin-disease-detection__Lumpy_Skin_51_png.rf.dca4a9d56474182e94127ceeb064fe37.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_512_png.rf.0ab0eb4e24592c0b3fcf7b29fb2ec38d.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_662_png.rf.559a0cec4f5aa6d6dbd7089e072ff98b.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_530_png.rf.5f6a3e812c05fc36632dfd0deef02601.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_648_png.rf.d9664761b1632167238324d615b29fa0.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_531_png.rf.3a8b14828916518eb8e5a473c4a4cb6e.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_60_png.rf.7dc27e7a4aa704a95a32f1809aff993b.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_543_png.rf.77209a557eef5cf56dce6ce7e9637b21.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_9_png.rf.9154c2e687924b385d5dc3e9202ecef9.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_565_png.rf.3b8b8e8fb4cb88064416060b79b3d65f.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_712_png.rf.7a28f45cd65b286caa55b889ea7ca76e.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_575_png.rf.9eae3fcba74d6e480a5b5aae9da1ff7b.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_61_png.rf.c7f6cdc574843156d9768b3e74dae3ea.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_588_png.rf.9cf5f641d68ab003b734911649801bac.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\kaggle__devang03mgr__cattle-diseases-datasets__img1299(1).jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_588_png.rf.9cf5f641d68ab003b734911649801bac.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\roboflow__lumpy-skin-disease-detection__Lumpy_Skin_306_png.rf.916137ce9132a58d654973f60bc78d15.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_590_png.rf.a41acc1ffefa0511a10eb5a120596d70.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_66_png.rf.050cf6ff5858cd2d6ea427c6821e3828.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_5_png.rf.fcc82845bbaa7880df666f4eb85debc7.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\kaggle__devang03mgr__cattle-diseases-datasets__img1381.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_5_png.rf.fcc82845bbaa7880df666f4eb85debc7.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\roboflow__cattle-diseases__15_jpg.rf.14abcdbfbe604aa52033a6b58d10f700.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_5_png.rf.fcc82845bbaa7880df666f4eb85debc7.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\roboflow__cattle-diseases__19_jpg.rf.7ef32dfb4eb33d6cd6a7cb073b6502a4.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_5_png.rf.fcc82845bbaa7880df666f4eb85debc7.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\roboflow__cattle-diseases__3_jpg.rf.557325be38d398f7100e61a7a6f4ae02.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_5_png.rf.fcc82845bbaa7880df666f4eb85debc7.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\roboflow__lumpy-skin-disease-detection__Lumpy_Skin_51_png.rf.dca4a9d56474182e94127ceeb064fe37.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_621_png.rf.042a032ca39a7266d9ec94d092828793.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_685_png.rf.7634df0f7bfc37a23ff114788ffeb8d4.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_628_png.rf.03fe2334f7136028f5bbea57c571cf29.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_74_png.rf.cb8ac75ba9dcf209a77214fe11151704.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_630_png.rf.156012869be8ca68cb51e97d0ca887ab.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_698_png.rf.34ebf09c09c5913f01a3ebdf1a2745dc.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_632_png.rf.646c223bfd310a4b3e182bf0cf45a43a.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_707_png.rf.4e6dd4210b06f135c464c30f0f1e11b3.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_677_-10-_png.rf.05112dea5954373890feeaff53cd5223.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_677_-6-_png.rf.3ff9a941d46362bfe860fb1bc725efea.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_677_-10-_png.rf.05112dea5954373890feeaff53cd5223.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_677_-8-_png.rf.ad83654b6831c335e538ccad97723613.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_677_-10-_png.rf.05112dea5954373890feeaff53cd5223.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_677_-9-_png.rf.994f6d5e264e5f63078fdfb17e887ad0.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_677_-6-_png.rf.3ff9a941d46362bfe860fb1bc725efea.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_677_-8-_png.rf.ad83654b6831c335e538ccad97723613.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_677_-6-_png.rf.3ff9a941d46362bfe860fb1bc725efea.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_677_-9-_png.rf.994f6d5e264e5f63078fdfb17e887ad0.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_677_-8-_png.rf.ad83654b6831c335e538ccad97723613.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_677_-9-_png.rf.994f6d5e264e5f63078fdfb17e887ad0.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_91_png.rf.2f861689447741130feecdc4e42250a0.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\lumpy_skin_disease\kaggle__devang03mgr__cattle-diseases-datasets__img1010.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_1.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__preprocessed_HOTSPOT_054_jpg.rf.82f36fe6239ddc8f769797e0e50f967a.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_1.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\pyoderma\roboflow__dog-and-cat-skin-disease-identification-2__bacterial_107_jpg.rf.4ae7233b686a981a1b54d6cd3443c47b.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_1.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\pyoderma\roboflow__dog-and-cat-skin-disease-identification-2__bacterial_319_jpg.rf.e7b42842c690310105f5bb8ebf5b520c.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_12.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_41.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_19.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__1000010710_x16_jpg.rf.1d1fe1d9e6a9fc0c818c24ba26f51f67.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_19.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__1000010710_x16_jpg.rf.65768f183867df7f075f5433f130116c.jpg,4
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_19.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__Copy-of-hot_sp_8_jpg.rf.e966cc1b3dd1aad3a43065303844aad6.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_19.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__hotspot-25-_jpg.rf.2ae66f488acffc474de53a2dab0cc489.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_19.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__hotspot-25-_jpg.rf.4cda0984359147a57d3f4836179d1c32.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_19.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__hotspot-25-_jpg.rf.d5b175eaccd38d7933b25d7f6e0e75a9.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_19.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__preprocessed_HOTSPOT_015_jpg.rf.7d9ea7a3dc56b13e8db8948c5d8339f9.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_19.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\pyoderma\roboflow__dog-and-cat-skin-disease-identification-2__bacterial_183_jpg.rf.e2b9d2a0036b2a6b49b992f0c897d54c.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_19.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\pyoderma\roboflow__dog-and-cat-skin-disease-identification-2__bacterial_264_jpg.rf.c03d878e2530aec9ada052f8268a3f65.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_19.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\pyoderma\roboflow__dog-and-cat-skin-disease-identification-2__bacterial_derm_34_jpg.rf.3b10703a9ba597586cab6cd3a1c1f62d.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_2.jpeg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_3.jpeg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_2.jpeg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__preprocessed_HOTSPOT_005_jpg.rf.e241a90ae111702d64f4d291112ef38d.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_2.jpeg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\pyoderma\roboflow__dog-and-cat-skin-disease-identification-2__bacterial_250_jpg.rf.8a9cad2ca872eadd13127fb9df5853b3.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_2.jpeg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\pyoderma\roboflow__dog-and-cat-skin-disease-identification-2__bacterial_84_jpg.rf.81fdad1509b15d94f738e98bc045a727.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_2.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_3.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_22.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__preprocessed_HOTSPOT_042_jpg.rf.a97bec42f39ed1b5ba1c4463b690e5f2.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_22.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\pyoderma\roboflow__dog-and-cat-skin-disease-identification-2__bacterial_295_jpg.rf.b19b9fd3497e8e2f68e1976bd100eb43.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_23.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_24.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_23.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__Copy-of-hot_sp_15_jpg.rf.fe6d6fa651755d365e939c5d2421379e.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_23.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__hotspot-47-_jpg.rf.6961245de094876c8a413f0d3483dc2d.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_23.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__hotspot-47-_jpg.rf.d65fc25ea0282914d23e7f145ccfa937.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_23.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__preprocessed_HOTSPOT_023_jpg.rf.921adc5a7dd697558c1ab2d0c365dd27.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_23.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\pyoderma\roboflow__dog-and-cat-skin-disease-identification-2__bacterial_201_jpg.rf.3686cf8b50c71aa45129e35037e63e24.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_23.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\pyoderma\roboflow__dog-and-cat-skin-disease-identification-2__bacterial_derm_40_jpg.rf.c04deea24736306bb60efc5294cbb470.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_24.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__Copy-of-hot_sp_15_jpg.rf.fe6d6fa651755d365e939c5d2421379e.jpg,0
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_24.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__hotspot-47-_jpg.rf.6961245de094876c8a413f0d3483dc2d.jpg,2
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\kaggle__smadive__pet-disease-images__Image_24.jpg,C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\hotspot\roboflow__dog-and-cat-skin-disease-identification-2__hotspot-47-_jpg.rf.d65fc25ea0282914d23e7f145ccfa937.jpg,0
